Payer_Name,Slug,State,Parent_Organization,National_Payer_ID,Market_Share_Pct,LOB,LOB_Code,Data_Notes,PBM_Partner,Vault_Payer_ID,Submission_Channel,Payer_Specific_URL,Standard_Turnaround,Expedited_Turnaround,Gold_Card_Status,Update_Date,Extraction_Status
UnitedHealthcare,UHC,MS,UnitedHealth Group,87726,22.0,COM,COM,AMA 2024 data - 2nd largest,OptumRx,MS-COM-UHC,,,,,,,
UnitedHealthcare,UHC,MO,UnitedHealth Group,87726,25.0,COM,COM,⚠️ SSM Health network exit Jan 2026 - Continuity of Care (RSMo § 354.612) critical; Aimovig/Emgality preferred; Ajovy excluded; ⚠️ MOH must be ruled out; 15/8/4 Botox,OptumRx,MO-COM-UHC,Optum Pro Portal,https://www.uhcprovider.com/,Standard,Expedited,✓ HB 618 Gold Card (90%) + National voluntary,2026-01-11,ENRICHED
UnitedHealthcare,UHC,MT,UnitedHealth Group,87726,12.0,COM,COM,State filings estimate,OptumRx,MT-COM-UHC,,,,,,,
UnitedHealthcare,UHC,NE,UnitedHealth Group,87726,25.0,COM,COM,AMA 2024 data - 2nd largest,OptumRx,NE-COM-UHC,,,,,,,
UnitedHealthcare,UHC,NV,UnitedHealth Group,87726,36.0,COM,COM,AMA 2024 - largest in state,OptumRx,NV-COM-UHC,,,,,,,
UnitedHealthcare,UHC,NJ,UnitedHealth Group,87726,15.0,COM,COM,National Algorithm; operates Oxford brand in tri-state; OptumRx data capabilities; most likely to use AI automated denials based on ICD-10 specificity; Gold Card program separate from Medicare WISeR; precise dates required in portal,OptumRx,NJ-COM-UHC,UHC Provider Portal / OptumRx,https://www.uhcprovider.com/,72 hours (A1825),24 hours (urgent),UHC Gold Card ACTIVE + A1825 applies,2026-01-11,ENRICHED
UnitedHealthcare,UHC,NM,UnitedHealth Group,87726,8.0,COM,COM,Turquoise Care MCO; 2 agents 8wk each step; Vyepti Tier 4 requires 2 SC CGRP failures; ⚠️ UHC acknowledges NMAC 13.10.31.12 supersedes national policy; request review via portal by Jan 31,OptumRx,NM-COM-UHC,Optum Pro Portal,https://www.uhcprovider.com/,Standard,Expedited,✓ NMAC 13.10.31.12 acknowledged,2026-01-11,ENRICHED
UnitedHealthcare,UHC,NY,UnitedHealth Group,87726,26.0,COM,COM,Oxford Metro/Liberty networks; strict step therapy & Designated Specialty Programs; Aimovig/Emgality preferred; Ajovy excluded/non-preferred; aggressive QL enforcement; 50% reduction required for Botox reauth,OptumRx,NY-COM-UHC,UHC Provider Portal / Link,https://www.uhcprovider.com/,7 calendar days,72 hours,Yes (Voluntary) - 92% threshold on specific codes; check portal for eligibility,2026-01-11,ENRICHED
UnitedHealthcare,UHC,NC,UnitedHealth Group,87726,18.0,COM,COM,Gold Card program ACTIVE and operational (predates NC state mandate); 92% threshold on ≥10 PAs for 2 consecutive years; Oxford/Choice distinctions; Vyepti = Step 3 (must fail 2 other CGRP mAbs); Botox requires 3 oral class failures (aligned with Medicaid not BCBS),OptumRx,NC-COM-UHC,UHC Provider Portal / Gold Card Status Lookup,https://www.uhcprovider.com/,7 calendar days,72 hours,ACTIVE - 92% threshold; verify status in portal Jan 1 2026,2026-01-11,ENRICHED
UnitedHealthcare,UHC,ND,UnitedHealth Group,87726,8.0,COM,COM,State filings estimate,OptumRx,ND-COM-UHC,,,,,,,
UnitedHealthcare,UHC,OH,UnitedHealth Group,87726,22.0,COM,COM,OptumRx PBM; Gold Card program ACTIVE (92% threshold); Ubrelvy often preferred over Nurtec for acute; Site of Care reviews for Vyepti - HOPD denied unless medical necessity; strict 15 headache days enforcement for Botox,OptumRx,OH-COM-UHC,UHC Provider Portal / Link,https://www.uhcprovider.com/,7 calendar days,72 hours,Yes - ACTIVE (Voluntary) since Oct 2024; 92% threshold,2026-01-11,ENRICHED
UnitedHealthcare,UHC,OK,UnitedHealth Group,87726,18.0,COM,COM,AMA 2024 data - 2nd largest,OptumRx,OK-COM-UHC,,,,,,,
UnitedHealthcare,UHC,OR,UnitedHealth Group,87726,8.0,COM,COM,State filings estimate,OptumRx,OR-COM-UHC,,,,,,,
UnitedHealthcare,UHC,PA,UnitedHealth Group,87726,15.0,COM,COM,State filings estimate,OptumRx,PA-COM-UHC,,,,,,,
UnitedHealthcare,UHC,RI,UnitedHealth Group,87726,25.0,COM,COM,AMA 2024 data - 2nd largest,OptumRx,RI-COM-UHC,,,,,,,
UnitedHealthcare,UHC,SC,UnitedHealth Group,87726,15.0,COM,COM,AMA 2024 data - 2nd largest,OptumRx,SC-COM-UHC,,,,,,,
UnitedHealthcare,UHC,TN,UnitedHealth Group,87726,20.0,COM,COM,AMA 2024 data - 2nd largest,OptumRx,TN-COM-UHC,,,,,,,
UnitedHealthcare,UHC,TX,UnitedHealth Group,87726,20.0,COM,COM,OptumRx PBM; SmartPA automated adjudication; 180-day triptan lookback; double-step (2 triptans + 2 oral preventives) required; Ajovy often excluded,OptumRx,TX-COM-UHC,Portal (SmartPA),https://www.uhcprovider.com/content/dam/provider/docs/public/health-plans/tx-commercial-gold-card-faq.pdf,7 days,72 hours,TX Gold Card - annual evaluation Jan-Dec,2026-01-10,ENRICHED
UnitedHealthcare,UHC,UT,UnitedHealth Group,87726,22.0,COM,COM,AMA 2024 data - 2nd largest,OptumRx,UT-COM-UHC,,,,,,,
UnitedHealthcare,UHC,VT,UnitedHealth Group,87726,5.0,COM,COM,Limited presence,OptumRx,VT-COM-UHC,,,,,,,
UnitedHealthcare,UHC,VA,UnitedHealth Group,87726,18.0,COM,COM,Most rigid algorithmic adjudication; 'Maximum Dosage' enforcement; strict step hierarchies; flags 'outlier' prescribers; Vyepti requires DOUBLE STEP (2 oral classes + 2 SC CGRPs = 6+ month delay); reauth requires quantitative response data,OptumRx,VA-COM-UHC,UHC Provider Portal / OptumRx,https://www.uhcprovider.com/,7 calendar days,72 hours,UHC National Gold Card ACTIVE,2026-01-11,ENRICHED
UnitedHealthcare,UHC,WA,UnitedHealth Group,87726,15.0,COM,COM,State filings estimate,OptumRx,WA-COM-UHC,,,,,,,
UnitedHealthcare,UHC,WV,UnitedHealth Group,87726,20.0,COM,COM,AMA 2024 data - 2nd largest,OptumRx,WV-COM-UHC,,,,,,,
UnitedHealthcare,UHC,WI,UnitedHealth Group,87726,27.0,COM,COM,AMA 2024 - largest in state,OptumRx,WI-COM-UHC,,,,,,,
UnitedHealthcare,UHC,WY,UnitedHealth Group,87726,15.0,COM,COM,State filings estimate,OptumRx,WY-COM-UHC,,,,,,,
UPMC Health Plan,UPMC,PA,UPMC,54763,12.0,COM,COM,Third-largest commercial; dominant Western PA; explicitly requires 'two different' triptans (chemical class distinction); accepts physician attestation OR headache diary for Botox,CVS Caremark,PA-COM-UPMC,UPMC Provider Portal,https://www.upmchealthplan.com/providers/,7 calendar days,72 hours,Act 146 - Initial Measurement Phase 2026; exemptions begin 1/1/2027,2026-01-11,ENRICHED
Vantage Health Plan,VANTAGE,LA,Vantage,VANTA,5.0,COM,COM,Regional carrier,CVS Caremark,LA-COM-VANTAGE,,,,,,,
Wellmark,WELLMARK,IA,Wellmark,88057,90.0,COM,COM,CVS Caremark; 2 triptan step; ⚠️ AIMOVIG NON-PREFERRED (requires Ajovy AND Emgality failure first = 'double-step'); 15/8/4 Botox; QL Ubrelvy 16/30d; Nurtec 15/30d,CVS Caremark,IA-COM-WELLMARK,Wellmark Portal,https://www.wellmark.com/,Standard,Expedited,⚠️ HF 303 Gold Card pilot Jan 15 2026,2026-01-11,ENRICHED
Wellmark,WELLMARK,SD,Wellmark,88057,22.0,COM,COM,Regional BCBS,CVS Caremark,SD-COM-WELLMARK,,,,,,,
Wellmark Blue Cross Blue Shield,WELLBCBS,IA,Wellmark,88057,47.0,COM,COM,AMA 2024 - largest in state,CVS Caremark,IA-COM-WELLBCBS,,,,,,,
Absolute Total Care,ABSOLUTE,SC,Centene,68069,32.5,MCD,MCD,Centene/Ambetter clinical criteria constrained by SC Unified PDL,Envolve Pharmacy Solutions,SC-MCD-ABSOLUTE,Centene Portal,https://www.absolutetotalcare.com/,Standard,Expedited,N/A - Medicaid,2026-01-11,ENRICHED
Aetna Better Health of Arizona,AETNABETTER,AZ,CVS Health,60054,8.2,MCD,MCD,CMS 2022 data,CVS Caremark,AZ-MCD-AETNABETTER,,,,,,,
Aetna Better Health of Illinois,AETNABETTER,IL,CVS Health,60054,12.3,MCD,MCD,Medicaid MCO operated by Aetna; adheres to HFS PDL; CPB 0970 criteria apply but tempered by state PDL requirements,CVS Caremark,IL-MCD-AETNABETTER,Aetna Better Health Provider Portal,https://www.aetnabetterhealth.com/illinois/providers/,7 calendar days,72 hours,Public Act 103-0593 - July 1 2026,2026-01-11,ENRICHED
Aetna Better Health of Kansas,AETNABETTER,KS,CVS Health,60054,22.5,MCD,MCD,CMS 2022 data,CVS Caremark,KS-MCD-AETNABETTER,,,,,,2026-01-10,INACTIVE - ⚠️ EXITED KANSAS - KanCare 3.0 transition 1/1/2025; replaced by Healthy Blue; MARK INACTIVE
Aetna Better Health of Kentucky,AETNABETTER,KY,CVS Health,60054,18.5,MCD,MCD,CMS 2022 data,CVS Caremark,KY-MCD-AETNABETTER,,,,,,,
Aetna Better Health of Louisiana,AETNABETTER,LA,CVS Health,60054,12.5,MCD,MCD,CMS 2022 data,CVS Caremark,LA-MCD-AETNABETTER,,,,,,,
Aetna Better Health of Maryland,AETNABETTER,MD,CVS Health,60054,8.5,MCD,MCD,CMS 2022 data,CVS Caremark,MD-MCD-AETNABETTER,,,,,,,
Aetna Better Health of Michigan,AETNABETTER,MI,CVS Health,60054,8.5,MCD,MCD,CMS 2022 data,CVS Caremark,MI-MCD-AETNABETTER,,,,,,,
Aetna Better Health of New Jersey,AETNABETTER,NJ,CVS Health,60054,12.5,MCD,MCD,CMS 2022 data,CVS Caremark,NJ-MCD-AETNABETTER,,,,,,,
Aetna Better Health of North Carolina,AETNABETTER,NC,CVS Health,60054,12.5,MCD,MCD,NC Medicaid MCO launched 2021,CVS Caremark,NC-MCD-AETNABETTER,,,,,,,
Aetna Better Health of Ohio,AETNABETTER,OH,CVS Health,60054,8.5,MCD,MCD,CMS 2022 data,CVS Caremark,OH-MCD-AETNABETTER,,,,,,,
Aetna Better Health of Oklahoma,AETNABETTER,OK,CVS Health,60054,15.5,MCD,MCD,2024 data - launched Apr 2024,CVS Caremark,OK-MCD-AETNABETTER,,,,,,,
Aetna Better Health of Pennsylvania,AETNABETTER,PA,CVS Health,60054,8.5,MCD,MCD,CMS 2022 data,CVS Caremark,PA-MCD-AETNABETTER,,,,,,,
Aetna Better Health of Texas,AETNABETTER,TX,CVS Health,60054,5.5,MCD,MCD,CMS 2022 data,CVS Caremark,TX-MCD-AETNABETTER,,,,,,,
Aetna Better Health of Virginia,AETNABETTER,VA,CVS Health,60054,12.5,MCD,MCD,CMS 2022 data,CVS Caremark,VA-MCD-AETNABETTER,,,,,,,
Aetna Better Health of West Virginia,AETNABETTER,WV,CVS Health,60054,32.5,MCD,MCD,CMS 2022 data,CVS Caremark,WV-MCD-AETNABETTER,,,,,,,
Affinity Health Plan,AFFINITY,NY,Molina Healthcare,38308,6.5,MCD,MCD,CMS 2022 data,CVS Caremark,NY-MCD-AFFINITY,,,,,,,
AllCare Health,ALLCARE,OR,AllCare Health,ALLCA,8.5,MCD,MCD,Coordinated Care Organization,MedImpact,OR-MCD-ALLCARE,,,,,,,
AlohaCare,ALOHA,HI,AlohaCare,ALOHA,25.3,MCD,MCD,CMS 2022 data,CVS Caremark,HI-MCD-ALOHA,,,,,,,
Ambetter from Arkansas Health & Wellness,AMBET,AR,Centene,68069,25.1,MCD,MCD,CMS 2022 data,Envolve Pharmacy Solutions,AR-MCD-AMBET,,,,,,,
Amerigroup DC,AMERIGROUP,DC,Elevance Health,47198,28.5,MCD,MCD,CMS 2022 data,IngenioRx (Carelon),DC-MCD-AMERIGROUP,,,,,,,
Amerigroup Georgia,AMERIGROUP,GA,Elevance Health,47198,28.5,MCD,MCD,CMS 2022 data,IngenioRx (Carelon),GA-MCD-AMERIGROUP,,,,,,,
Amerigroup New Jersey,AMERIGROUP,NJ,Elevance Health,47198,18.5,MCD,MCD,CMS 2022 data,IngenioRx (Carelon),NJ-MCD-AMERIGROUP,,,,,,,
Amerigroup Tennessee,AMERIGROUP,TN,Elevance Health,47198,28.5,MCD,MCD,CMS 2022 data,IngenioRx (Carelon),TN-MCD-AMERIGROUP,,,,,,,
Amerigroup Texas,AMERIGROUP,TX,Elevance Health,47198,15.5,MCD,MCD,CMS 2022 data,IngenioRx (Carelon),TX-MCD-AMERIGROUP,,,,,,,
Amerigroup Washington,AMERIGROUP,WA,Elevance Health,47198,18.5,MCD,MCD,CMS 2022 data,IngenioRx (Carelon),WA-MCD-AMERIGROUP,,,,,,,
AmeriHealth Caritas DC,AMERIHEALTH,DC,AmeriHealth Caritas,77003,22.3,MCD,MCD,CMS 2022 data,CVS Caremark,DC-MCD-AMERIHEALTH,,,,,,,
AmeriHealth Caritas Delaware,AMERIHEALTH,DE,AmeriHealth Caritas,77003,57.5,MCD,MCD,CoverMyMeds/NaviNet; requires pharmacy fill history proving adherence; SDOH strategy viable; 2 agents (not necessarily 2 classes); Brand over Generic rules = write DAW 1,CVS Caremark,DE-MCD-AMERIHEALTH,CoverMyMeds/NaviNet,https://www.amerihealthcaritasde.com/,2 business days,24 hours,N/A - Medicaid,2026-01-11,ENRICHED
AmeriHealth Caritas Louisiana,AMERIHEALTH,LA,AmeriHealth Caritas,77003,18.7,MCD,MCD,CMS 2022 data,CVS Caremark,LA-MCD-AMERIHEALTH,,,,,,,
AmeriHealth Caritas New Hampshire,AMERIHEALTH,NH,AmeriHealth Caritas,77003,32.5,MCD,MCD,2024 contract retained,CVS Caremark,NH-MCD-AMERIHEALTH,,,,,,,
AmeriHealth Caritas North Carolina,AMERIHEALTH,NC,AmeriHealth Caritas,77003,15.5,MCD,MCD,CMS 2022 data,CVS Caremark,NC-MCD-AMERIHEALTH,,,,,,,
AmeriHealth Caritas Pennsylvania,AMERIHEALTH,PA,AmeriHealth Caritas,77003,15.5,MCD,MCD,Second-largest Medicaid MCO; pharmacy benefit carved to PA DHS PDL; dedicated Migraine Prevention Agents PA form,CVS Caremark,PA-MCD-AMERIHEALTH,AmeriHealth Caritas Provider Portal,https://www.amerihealthcaritaspa.com/providers/,7 calendar days,72 hours,Act 146 - Applies to Medicaid MCOs,2026-01-11,ENRICHED
Anthem Blue Cross (Medi-Cal),ANTHEM,CA,Elevance Health,47198,8.5,MCD,MCD,CMS 2022 data,IngenioRx (Carelon),CA-MCD-ANTHEM,,,,,,,
Anthem Blue Cross Blue Shield (Indiana),ANTHEM,IN,Elevance Health,47198,28.5,MCD,MCD,CMS 2022 data,IngenioRx (Carelon),IN-MCD-ANTHEM,,,,,,,
Anthem Blue Cross Blue Shield (Kentucky),ANTHEM,KY,Elevance Health,47198,25.3,MCD,MCD,CMS 2022 data,IngenioRx (Carelon),KY-MCD-ANTHEM,,,,,,,
Anthem Blue Cross Blue Shield (Nevada),ANTHEM,NV,Elevance Health,47198,33.0,MCD,MCD,2024 data,IngenioRx (Carelon),NV-MCD-ANTHEM,,,,,,,
Anthem Blue Cross Blue Shield Wisconsin,ANTHEM,WI,Elevance Health,47198,12.5,MCD,MCD,CMS 2022 data,IngenioRx (Carelon),WI-MCD-ANTHEM,,,,,,,
Anthem HealthKeepers Plus,ANTHEM,VA,Elevance Health,47198,28.5,MCD,MCD,CMS 2022 data,IngenioRx (Carelon),VA-MCD-ANTHEM,,,,,,,
Arizona Complete Health,AZCOMPLETE,AZ,Centene,68069,20.5,MCD,MCD,CMS 2022 data,Envolve Pharmacy Solutions,AZ-MCD-AZCOMPLETE,,,,,,,
Arkansas Total Care,ARTOTAL,AR,Centene,68069,35.2,MCD,MCD,CMS 2022 data,Envolve Pharmacy Solutions,AR-MCD-ARTOTAL,,,,,,,
Banner University Family Care,BANNER,AZ,Banner Health,BANAZ,15.3,MCD,MCD,CMS 2022 data,Express Scripts,AZ-MCD-BANNER,,,,,,,
Blue Cross Blue Shield of Illinois,ILBCBS,IL,HCSC,621,18.5,MCD,MCD,Medicaid MCO operated by HCSC; different step requirements than commercial; specific quantity limits on triptans; adheres to HFS PDL,Prime Therapeutics,IL-MCD-ILBCBS,BCCHP Provider Portal,https://www.bcbsil.com/provider/bcchp/,7 calendar days,72 hours,Public Act 103-0593 - July 1 2026,2026-01-11,ENRICHED
Blue Cross Blue Shield of New Mexico,NMBCBS,NM,HCSC,621,28.5,MCD,MCD,CMS 2022 data,Prime Therapeutics,NM-MCD-NMBCBS,,,,,,,
Blue Cross Blue Shield of North Dakota,NDBCBS,NC,BCBSND,54384,35.5,MCD,MCD,CMS 2022 data,Prime Therapeutics,NC-MCD-NDBCBS,,,,,,,
Blue Cross Complete of Michigan,MIBCBS,MI,Blue Cross Blue Shield of Michigan,710,15.2,MCD,MCD,CMS 2022 data,Prime Therapeutics,MI-MCD-MIBCBS,,,,,,,
Blue Cross of Idaho,IDAHOBC,ID,Blue Cross of Idaho,82024,48.5,MCD,MCD,CMS 2022 data,Prime Therapeutics,ID-MCD-IDAHOBC,,,,,,,
Blue Plus,BLUEPLUS,MN,Blue Cross Blue Shield of Minnesota,720,18.5,MCD,MCD,Medicaid MCP; expanded presence Ramsey/Scott counties; DHS Uniform PDL applies; Aimovig/Ajovy/Emgality preferred; Vyepti non-preferred,Prime Therapeutics,MN-MCD-BLUEPLUS,Portal,https://mn.gov/dhs/assets/preferred-drug-list-2025-06-17_tcm1053-693404.pdf,7 days,72 hours,MN §62M.07 Platinum Card applies,2026-01-10,ENRICHED
Blue Shield of California Promise,PROMISEBS,CA,Blue Shield of California,88027,6.2,MCD,MCD,CMS 2022 data,Prime Therapeutics,CA-MCD-PROMISEBS,,,,,,,
BlueCare Tennessee,TNBLUECARE,TN,BlueCross BlueShield of Tennessee,54828,32.5,MCD,MCD,CMS 2022 data,Prime Therapeutics,TN-MCD-TNBLUECARE,,,,,,,
BMC HealthNet Plan,BMCHEALTH,MA,Boston Medical Center,BMCHP,28.5,MCD,MCD,CMS 2022 data,Express Scripts,MA-MCD-BMCHEALTH,,,,,,,
Buckeye Health Plan,BUCKEYE,OH,Centene,68069,22.5,MCD,MCD,Centene subsidiary; pharmacy governed by ODM UPDL (Gainwell); medical benefit PA managed internally,Envolve Pharmacy Solutions,OH-MCD-BUCKEYE,Buckeye Provider Portal,https://www.buckeyehealthplan.com/providers/,7 calendar days,72 hours,HB 130 (Pending),2026-01-11,ENRICHED
CalOptima,CALOPTIMA,CA,CalOptima (County-based),CAOPT,7.8,MCD,MCD,County-organized health system,OptumRx,CA-MCD-CALOPTIMA,,,,,,,
Care Wisconsin Health Plan,WISCARE,WI,Care Wisconsin,CARWI,8.5,MCD,MCD,CMS 2022 data,Express Scripts,WI-MCD-WISCARE,,,,,,,
Care1st Health Plan Arizona,CAREFIRST,AZ,Blue Cross Blue Shield of Arizona,86052,12.1,MCD,MCD,CMS 2022 data,Prime Therapeutics,AZ-MCD-CAREFIRST,,,,,,,
CareFirst Community Health Plan DC,CAREFIRST,DC,CareFirst BlueCross BlueShield,52123,18.7,MCD,MCD,CMS 2022 data,CVS Caremark,DC-MCD-CAREFIRST,,,,,,,
CareFirst Community Health Plan Maryland,CAREFIRST,MD,CareFirst BlueCross BlueShield,52123,12.3,MCD,MCD,CMS 2022 data,CVS Caremark,MD-MCD-CAREFIRST,,,,,,,
CareOregon,CAREOREGON,OR,CareOregon,CAROR,22.5,MCD,MCD,Largest CCO in Oregon,Moda Health Pharmacy,OR-MCD-CAREOREGON,,,,,,,
CareSource Georgia,CARESOURCE,GA,CareSource,CARES,21.3,MCD,MCD,CMS 2022 data,Express Scripts,GA-MCD-CARESOURCE,,,,,,,
CareSource Indiana,CARESOURCE,IN,CareSource,CARES,18.7,MCD,MCD,Receiving MDwise displaced members; SUPDL pharmacy; MCE-specific medical PA; 90-day continuity for transitions,Express Scripts,IN-MCD-CARESOURCE,CareSource Portal,https://www.caresource.com/,Standard,Expedited,N/A - Medicaid,2026-01-11,ENRICHED
CareSource Ohio,CARESOURCE,OH,CareSource,CARES,28.5,MCD,MCD,Largest Medicaid MCO in Ohio; pharmacy governed by ODM UPDL (Gainwell); Botox managed by CareSource Medical Mgmt under medical benefit - 2 oral class failures required (differs from UPDL 3-class pharmacy requirement),Express Scripts,OH-MCD-CARESOURCE,CareSource Provider Portal,https://www.caresource.com/providers/,7 calendar days,72 hours,HB 130 (Pending),2026-01-11,ENRICHED
Carolina Complete Health,CARCOMPLETE,NC,Centene,68069,22.5,MCD,MCD,CMS 2022 data,Envolve Pharmacy Solutions,NC-MCD-CARCOMPLETE,,,,,,,
Centene (Health Net),CENTENE,CA,Centene,68069,14.2,MCD,MCD,CMS 2022 data,Envolve Pharmacy Solutions,CA-MCD-CENTENE,,,,,,,
Children's Community Health Plan,CHILDCOMM,WI,Children's Wisconsin,CCHWI,6.5,MCD,MCD,CMS 2022 data,Express Scripts,WI-MCD-CHILDCOMM,,,,,,,
Colorado Access,COACCESS,CO,Colorado Access,COACC,22.5,MCD,MCD,CMS 2022 data,Express Scripts,CO-MCD-COACCESS,,,,,,,
Community Care Plan,COMMCARE,FL,Memorial Healthcare System,COMCP,9.2,MCD,MCD,2024 regional contract (South FL),CVS Caremark,FL-MCD-COMMCARE,,,,,,,
Community Health Choice,COMMCHOICE,TX,Community Health Choice,CHCTX,6.5,MCD,MCD,CMS 2022 data,Express Scripts,TX-MCD-COMMCHOICE,,,,,,,
Community Health Plan of Washington,COMMUNWA,WA,Community Health Plan of WA,CHPWA,15.5,MCD,MCD,CMS 2022 data,Express Scripts,WA-MCD-COMMUNWA,,,,,,,
Compcare Health Services,COMPCARE,WI,Anthem/Elevance,47198,5.2,MCD,MCD,CMS 2022 data,IngenioRx (Carelon),WI-MCD-COMPCARE,,,,,,,
Coordinated Care,COORDCARE,WA,Centene,68069,22.5,MCD,MCD,CMS 2022 data,Envolve Pharmacy Solutions,WA-MCD-COORDCARE,,,,,,,
CountyCare Health Plan,COUNTYCARE,IL,Cook County Health,COUNTY,15.2,MCD,MCD,CMS 2022 data,Express Scripts,IL-MCD-COUNTYCARE,,,,,,,
Dean Health Plan,DEANHEALTH,WI,Quartz,39065,12.5,MCD,MCD,CMS 2022 data - part of Quartz,CVS Caremark,WI-MCD-DEANHEALTH,,,,,,,
Dell Children's Health Plan,DELLCHILD,TX,Seton Healthcare Family,DELLC,5.5,MCD,MCD,CMS 2022 data,Express Scripts,TX-MCD-DELLCHILD,,,,,,,
Denver Health Medical Plan,DENVERHEALTH,CO,Denver Health,DENHP,18.3,MCD,MCD,CMS 2022 data,Express Scripts,CO-MCD-DENVERHEALTH,,,,,,,
Driscoll Health Plan,DRISCOLL,TX,Driscoll Health,DRISC,5.2,MCD,MCD,CMS 2022 data,Express Scripts,TX-MCD-DRISCOLL,,,,,,,
El Paso Health,ELPASO,TX,El Paso County Hospital District,ELPAS,5.5,MCD,MCD,CMS 2022 data,Express Scripts,TX-MCD-ELPASO,,,,,,,
Empire BlueCross BlueShield HealthPlus,EMPIREBCBS,NY,Elevance Health,47198,8.5,MCD,MCD,CMS 2022 data,IngenioRx (Carelon),NY-MCD-EMPIREBCBS,,,,,,,
Empower Healthcare Solutions,EMPOWER,AR,Empower Healthcare Solutions,EMPWR,15.8,MCD,MCD,CMS 2022 data,Express Scripts,AR-MCD-EMPOWER,,,,,,,
Fallon Health,FALLON,MA,Fallon Health,FCHP1,8.5,MCD,MCD,CMS 2022 data,Express Scripts,MA-MCD-FALLON,,,,,,,
Fidelis Care,FIDELIS,NY,Centene,68069,22.5,MCD,MCD,Manages MEDICAL BENEFIT (J-codes: Botox/Vyepti) while pharmacy carved to NYRx; aligns with Centene national policies CP.MP.162/CP.FC.05; split benefit trap - do NOT submit Nurtec/Qulipta PAs here,Envolve Pharmacy Solutions,NY-MCD-FIDELIS,Fidelis Provider Portal,https://www.fideliscare.org/Providers,7 calendar days,72 hours,N/A - Medicaid MCO,2026-01-11,ENRICHED
Florida Community Care,FLCOMMCARE,FL,Florida Community Care,FLCCP,8.5,MCD,MCD,2024 regional contract,CVS Caremark,FL-MCD-FLCOMMCARE,,,,,,,
Friday Health Plans,FRIDAY,CO,Friday Health Plans,FRIDY,8.5,MCD,MCD,CMS 2022 data,Express Scripts,CO-MCD-FRIDAY,,,,,,,
Gateway Health,GATEWAYHEALTH,PA,Highmark,65093,8.5,MCD,MCD,CMS 2022 data,Express Scripts,PA-MCD-GATEWAYHEALTH,,,,,,,
Geisinger Health Plan,GEISINGER,PA,Geisinger,75982,10.5,MCD,MCD,CMS 2022 data,Express Scripts,PA-MCD-GEISINGER,,,,,,,
GHC-SCW,GHCSCW,WI,Group Health Cooperative SCW,GHCWI,5.5,MCD,MCD,CMS 2022 data,Express Scripts,WI-MCD-GHCSCW,,,,,,,
Granite State Health Plan,GRANITE,NH,Centene,68069,35.5,MCD,MCD,2024 contract retained,Envolve Pharmacy Solutions,NH-MCD-GRANITE,,,,,,,
HAP Midwest Health Plan,HAPMIDWEST,MI,Henry Ford Health,HAPMI,8.7,MCD,MCD,CMS 2022 data,Express Scripts,MI-MCD-HAPMIDWEST,,,,,,,
Hawaii Medical Service Association (HMSA),HMSA,HI,HMSA,99101,32.5,MCD,MCD,CMS 2022 data,OptumRx,HI-MCD-HMSA,,,,,,,
Health Choice Arizona,HEALTHCHOICE,AZ,Steward Health Care,HCARI,10.8,MCD,MCD,CMS 2022 data,Express Scripts,AZ-MCD-HEALTHCHOICE,,,,,,,
Health First Colorado (Kaiser),KAISER,CO,Kaiser Permanente,93079,15.2,MCD,MCD,CMS 2022 data,Kaiser Permanente (Internal),CO-MCD-KAISER,,,,,,,
Health New England,HEALTHNEW,MA,Baystate Health,HNEMA,6.2,MCD,MCD,CMS 2022 data,Express Scripts,MA-MCD-HEALTHNEW,,,,,,,
Health Plan of Nevada,HEALTHNEVADA,NV,UnitedHealth Group,87726,34.4,MCD,MCD,2024 data - largest in state,OptumRx,NV-MCD-HEALTHNEVADA,,,,,,,
Health Share of Oregon,HEALTHSHARE,OR,Health Share of Oregon,HLSHO,18.5,MCD,MCD,CMS 2022 data,Express Scripts,OR-MCD-HEALTHSHARE,,,,,,,
Healthfirst,HEALTHFIRST,NY,Healthfirst,80142,18.5,MCD,MCD,Pharmacy benefit carved to NYRx; medical benefit managed internally; follows NYRx PDL for pharmacy; subject to NY Chapter 20 step therapy caps,CVS Caremark,NY-MCD-HEALTHFIRST,Healthfirst Provider Portal,https://healthfirst.org/providers/,7 calendar days,72 hours,N/A - Medicaid MCO,2026-01-11,ENRICHED
HealthPartners,PARTNERS,MN,HealthPartners,95052,22.3,MCD,MCD,Medicaid MCP; DHS Uniform PDL applies; integrated P&T committee; calcium channel blockers valid step therapy,Express Scripts,MN-MCD-PARTNERS,Portal,https://www.healthpartnersplans.com/home/providers/tools-and-resources/formularies/,7 days,72 hours,MN §62M.07 Platinum Card applies,2026-01-10,ENRICHED
Healthy Blue,HEALTHYBLUE,LA,Elevance Health,47198,22.5,MCD,MCD,Carelon PBM; bound by Single PDL; medical benefit mirrors Anthem national restrictiveness,IngenioRx (Carelon),LA-MCD-HEALTHYBLUE,Elevance Portal,https://www.healthybluela.com/,Standard,Expedited,N/A - Medicaid,2026-01-11,ENRICHED
Healthy Blue,HEALTHYBLUE,MO,Elevance Health,47198,28.5,MCD,MCD,MO HealthNet PDL; MCO administration,IngenioRx (Carelon),MO-MCD-HEALTHYBLUE,Elevance Portal,https://www.healthybluemo.com/,Standard,Expedited,N/A - Medicaid,2026-01-11,ENRICHED
