State,Payer_Name,Payer_Type,LOB,Drug_Class,Medication_Category,Step_Therapy_Required,Step_1_Requirement,Step_1_Duration,Step_2_Requirement,Step_2_Duration,Quantity_Limit,Contraindication_Bypass,Gold_Card_Available,Gold_Card_Threshold,Policy_ID,Source_Document,Vault_Payer_ID,National_Payer_ID,Vault_Denial_Code,Episodic_Same_As_Chronic,High_Freq_Episodic_Threshold,Episodic_Notes
GA,Anthem Blue Cross Blue Shield of Georgia,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥1-2 oral preventive classes (varies by specific plan - National vs Select); verify plan formulary,≥8-12 weeks,N/A,N/A,Emgality/Ajovy generally PREFERRED (plan dependent); Aimovig may be non-preferred/higher copay,Yes - teratogenic; CV contraindication; documented intolerance,SB 5 - Jan 1 2026 implementation,90% threshold,Anthem CGRP Policy,Georgia_2026_PA_Audit_Strategy,GA-COM-ELEV,36096,DENY-STEP-002,FALSE,8,Anthem: Episodic (<8d) = 1 oral class; Episodic (≥8d) = same as chronic (1 oral class). More lenient than most payers for episodic.
GA,Anthem Blue Cross Blue Shield of Georgia,Commercial,Commercial,Botox,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,N/A,N/A,Chronic Migraine; ⚠️ Dual Therapy (Botox+CGRP) classified as 'duplicative therapy' - will DENY second agent; appeal requires 'partial responder' + AHS Consensus Statement reference,Yes - oral preventive contraindications; dual therapy requires refractory documentation,SB 5 - Jan 1 2026 implementation,90% threshold for CPT 64615,Anthem Botox Policy,Georgia_2026_PA_Audit_Strategy,GA-COM-ELEV,36096,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
GA,UnitedHealthcare Georgia,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes,≥8 weeks each,N/A,N/A,Aimovig/Emgality often PREFERRED; Ajovy frequently excluded or Tier 3/4,Yes - teratogenic; CV contraindication; documented intolerance,UHC National Gold Card ACTIVE,92% threshold,UHC CGRP Policy,Georgia_2026_PA_Audit_Strategy,GA-COM-UHC,87726,DENY-STEP-002,TRUE,,
GA,Peach State Health Plan,Medicaid CMO,Medicaid Pharmacy,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes per Unified PDL,≥8-12 weeks each per PDL,N/A,N/A,Unified PDL criteria via DCH,Yes - per PDL contraindication criteria,SB 5 - July 1 2026,90% threshold,Georgia Unified PDL,Georgia_2026_PA_Audit_Strategy,GA-MCD-PEACHSTATE,68069,DENY-STEP-002,TRUE,,
GA,Palmetto GBA,Medicare MAC,Part B,Botox,Chronic Migraine,Yes,Fail standard care (implies ≥2 oral preventive classes),Documented in medical record,N/A,N/A,LCD L33458; Chronic Migraine STRICT: ≥15 HA days/mo; ≥8 migraine days/mo; duration ≥4 hours/day; 12-week frequency RIGID (>84 days or denial); ICD-10: G43.709; CPT 64615 + J0585,Yes - documented failures with specific adverse events,No - Federal Medicare (SB 5 does not apply),N/A,LCD L33458,Georgia_2026_PA_Audit_Strategy,GA-MAC-PALMETTO,PGBA,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
KS,Blue Cross Blue Shield Kansas,Commercial,Commercial,Gepants,Acute,Yes,≥2 generic triptans (sumatriptan/rizatriptan preferred),≥2 acute episodes each,N/A,N/A,"Nurtec 8/30d, Ubrelvy 16/30d",Yes - CV contraindication; hemiplegic migraine,Pending (HB 2292),N/A,MP-RX-2026-MIGRAINE,Kansas_PA_Audit__Migraine_Drug_Defense,KS-COM-BCBSKANSAS,47171,DENY-STEP-001,TRUE,,
KS,Blue Cross Blue Shield Kansas,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes at therapeutic dose (beta-blocker ≥80mg propranolol; anticonvulsant ≥100mg topiramate; TCA ≥25mg amitriptyline; SNRI ≥75mg venlafaxine),≥8 weeks each,N/A,N/A,Monthly supply per label,Yes - teratogenic contraindication (females); CV contraindication for beta-blockers; cognitive impairment for topiramate,Pending (HB 2292),N/A,MP-RX-2026-CGRP,Kansas_PA_Audit__Migraine_Drug_Defense,KS-COM-BCBSKANSAS,47171,DENY-STEP-002,TRUE,,
KS,Blue Cross Blue Shield Kansas,Commercial,Commercial,Botox,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each at therapeutic dose,N/A,N/A,155-200 units/12 weeks,Yes - oral preventive contraindications documented,Pending (HB 2292),N/A,MP-MED-2026-BOTOX,Kansas_PA_Audit__Migraine_Drug_Defense,KS-COM-BCBSKANSAS,47171,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
KS,UnitedHealthcare,Commercial,Commercial,Gepants,Acute,Yes,≥2 triptans from formulary,≥4 weeks each,N/A,N/A,Plan-dependent QL,Yes - CV contraindication triggers automatic bypass,Pending (HB 2292),N/A,UHC-MIGRAINE-2026,Kansas_PA_Audit__Migraine_Drug_Defense,KS-COM-UHC,87726,DENY-STEP-001,TRUE,,
KS,UnitedHealthcare,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes,≥8 weeks each,N/A,N/A,Monthly supply,Yes - standard contraindication language accepted,Pending (HB 2292),N/A,UHC-CGRP-2026,Kansas_PA_Audit__Migraine_Drug_Defense,KS-COM-UHC,87726,DENY-STEP-002,TRUE,,
KS,Healthy Blue Kansas,Medicaid MCO,Medicaid,CGRP mAbs,Preventive,Yes,≥3 oral preventive failures (Elevance UM guidelines - stricter than commercial),≥8 weeks each,N/A,N/A,Monthly supply per Medicaid PDL,Yes - standard contraindication bypass,No,N/A,HEALTHYBLUE-CGRP-2026,Kansas_PA_Audit__Migraine_Drug_Defense,KS-MCD-HEALTHYBLUE,47198,DENY-STEP-002,TRUE,,
KS,Healthy Blue Kansas,Medicaid MCO,Medicaid,Botox,Chronic Migraine,Yes,≥3 oral preventive classes (Elevance guidelines),≥8 weeks each,N/A,N/A,155 units/12 weeks,Yes - documented intolerances/contraindications,No,N/A,HEALTHYBLUE-BOTOX-2026,Kansas_PA_Audit__Migraine_Drug_Defense,KS-MCD-HEALTHYBLUE,47198,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
KS,Sunflower Health Plan,Medicaid MCO,Medicaid,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes (Centene guidelines),≥8 weeks each,N/A,N/A,Monthly supply,Yes - teratogenic/CV bypass,No,N/A,SUNFLOWER-CGRP-2026,Kansas_PA_Audit__Migraine_Drug_Defense,KS-MCD-SUNFLOWER,68069,DENY-STEP-002,TRUE,,
MN,Blue Cross Blue Shield of Minnesota,Commercial,Commercial,CGRP mAbs,Preventive,Yes,"≥2 oral prophylactic classes (Beta-blockers, Anticonvulsants, Antidepressants)",≥8 weeks each,N/A,N/A,Aimovig/Ajovy/Emgality; NO combination with other CGRP antagonists allowed; dual therapy (Botox+CGRP) = guaranteed initial denial,Yes - intolerance (cognitive slowing for topiramate; fatigue for beta-blockers) bypasses 8-week trial,MN §62M.07 Platinum Card,Chronic condition auth does not expire,BCBSMN CGRP Policy,Minnesota_2026_PA_Audit,MN-COM-MINNBCBS,720,DENY-STEP-002,TRUE,,
MN,Blue Cross Blue Shield of Minnesota,Commercial,Commercial,Botox,Chronic Migraine,Yes,"≥2 oral prophylaxis classes (Beta-blockers, Anticonvulsants, Antidepressants)",≥8 weeks each,N/A,N/A,"155-200 units/12 weeks; Chronic Migraine (≥15 HA days/mo, ≥8 migraine days); RENEWAL requires ≥7 day reduction OR ≥100 hour reduction documented",Yes - oral prophylaxis contraindications; vague 'doing better' notes will be denied,MN §62M.07 Platinum Card,Chronic condition auth does not expire,Policy II-16-010,Minnesota_2026_PA_Audit,MN-COM-MINNBCBS,720,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
MN,UnitedHealthcare,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral classes,≥6 weeks each,Vyepti requires fail preferred injectable CGRPs,N/A,Aimovig/Emgality preferred,Yes,Yes (UHC National + Platinum Card),≥92% approval rate,UHC CGRP Policy,Minnesota_2026_PA_Audit,MN-COM-UHC,87726,DENY-STEP-002,TRUE,,
MN,UnitedHealthcare,Commercial,Commercial,Botox,Chronic Migraine,Yes,≥2 oral preventive classes; No concurrent CGRP without appeal,Trial required,N/A,N/A,155 units/12 weeks,Yes - cite refractory status for dual therapy,Yes (UHC National + Platinum Card),≥92% approval rate,UHC Medical Policy,Minnesota_2026_PA_Audit,MN-COM-UHC,87726,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
MN,HealthPartners,Medicaid MCO,Medicaid,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes per DHS PDL,≥8 weeks each,N/A,N/A,Integrated P&T; calcium channel blockers accepted as step therapy class per commercial policy,Yes - intolerance; CV contraindication,MN §62M.07 Platinum Card,Chronic condition auth does not expire,DHS PDL + HealthPartners Policy,Minnesota_2026_PA_Audit,MN-COM-PARTNERS,95052,DENY-STEP-002,TRUE,,
MN,HealthPartners,Medicaid MCO,Medicaid,Botox,Chronic Migraine,Yes,≥2 preventive drug categories,≥8 weeks each,N/A,N/A,Chronic Migraine; Medical Benefit; no concurrent CGRP,Yes - documented failures with calcium channel blocker alternative,MN §62M.07 Platinum Card,Chronic condition auth does not expire,HealthPartners MCD Botox,Minnesota_2026_PA_Audit,MN-COM-PARTNERS,95052,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
MN,National Government Services,Medicare MAC,Part B,Botox,Chronic Migraine,Yes,Traditional preventive methods proven unsuccessful,Documented in chart,N/A,N/A,155-200 units/12 weeks; LCD L33646/DL39909; strict ICD-10 (G43.709/G43.719 required - G43.909 autodeny); 12-week frequency strict; JW/JZ modifiers mandatory 2026,Yes - documented in medical record with specific diagnosis codes,No (Federal Medicare),N/A,LCD L33646/DL39909,Minnesota_2026_PA_Audit,MN-MAC-NGS,N/A,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
WV,Highmark BCBS WV,Commercial,Commercial,Gepants,Acute,Yes,≥2 triptans + 1 other acute,Trial required,N/A,N/A,Plan dependent,Yes - CV contraindication bypass,Yes (SB 833 - Procedures Only),Drugs excluded from Gold Card,Highmark Policy,West_Virginia_2026_PA_Audit,WV-COM-HIGHBCBS,65093,DENY-STEP-001,TRUE,,
WV,Highmark BCBS WV,Commercial,Commercial,CGRP mAbs,Preventive,Yes,First-Line (No oral step required per 2026 policy),N/A,N/A,N/A,Monthly supply,N/A - first-line per Highmark 2026,Yes (SB 833 - Procedures Only),Drugs excluded from Gold Card,Highmark Commercial National Select,West_Virginia_2026_PA_Audit,WV-COM-HIGHBCBS,65093,DENY-STEP-002,TRUE,,
WV,Highmark BCBS WV,Commercial,Commercial,Botox,Chronic Migraine,Yes,Fail CGRP or Oral Preventives; Dual Therapy Allowed (J-1207),Trial required,N/A,N/A,155 units/12 weeks,Yes - partial response doctrine,Yes (SB 833 - Procedures Only),90% approval rate,Highmark J-1207,West_Virginia_2026_PA_Audit,WV-COM-HIGHBCBS,65093,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
WV,West Virginia Medicaid (BMS),Medicaid FFS,Medicaid,Gepants,Acute,Yes,≥2 preferred triptans (Sumatriptan/Rizatriptan/Naratriptan),Documented,N/A,N/A,Non-Preferred; MCOs contractually bound to BMS PDL,Yes - CV contraindication,N/A,N/A,BMS PDL,West_Virginia_2026_PA_Audit,WV-MCD-BMS,WV-BMS,DENY-STEP-001,TRUE,,
WV,West Virginia Medicaid (BMS),Medicaid FFS,Medicaid,CGRP mAbs,Preventive,Yes,≥1-2 oral preventive classes,≥3 months,N/A,N/A,"PREFERRED: Aimovig, Emgality (locked behind Step 1); NON-PREFERRED: Ajovy, Vyepti (require preferred CGRP failure); ⚠️ NO AHS First-Line adoption",Yes - teratogenic (female childbearing potential); cognitive; respiratory,N/A,N/A,BMS PDL,West_Virginia_2026_PA_Audit,WV-MCD-BMS,WV-BMS,DENY-STEP-002,TRUE,,
WV,West Virginia Medicaid (BMS),Medicaid FFS,Medicaid,Botox,Chronic Migraine,Yes,≥2 oral preventive classes,Documented,N/A,N/A,Chronic (15/8); headache diary required by MCOs (Aetna Better Health/The Health Plan),Yes - oral contraindications,N/A,N/A,BMS PDL,West_Virginia_2026_PA_Audit,WV-MCD-BMS,WV-BMS,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
WV,The Health Plan,Commercial/Medicaid,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral classes (Fail BB + Topiramate); 720-day lookback,Trial required,N/A,N/A,Tier 3/4 placement,Yes,Yes (SB 833 - Procedures Only),Drugs excluded,The Health Plan Policy,West_Virginia_2026_PA_Audit,WV-COM-HEALTHPLAN,THPWV,DENY-STEP-002,TRUE,,
WV,The Health Plan,Commercial/Medicaid,Commercial,Botox,Chronic Migraine,Yes,≥2 oral classes + Chronic Dx,Trial required,N/A,N/A,155 units/12 weeks,Yes,Yes (SB 833 - Procedures Only),Drugs excluded,The Health Plan Medical,West_Virginia_2026_PA_Audit,WV-COM-HEALTHPLAN,THPWV,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
WV,CareSource,Marketplace,ACA Exchange,CGRP mAbs,Preventive,Yes,≥2 oral classes,Trial required,N/A,N/A,Plan dependent,Yes,No Gold Card,Standard PA,CareSource WV Policy,West_Virginia_2026_PA_Audit,WV-EXC-CARESOURCE,CARES,DENY-STEP-002,TRUE,,
WV,Palmetto GBA,Medicare MAC,Part B,Botox,Chronic Migraine,Yes,Per LCD DL39909; Mandatory HIT-6/MIDAS Scores,Adequate trial,N/A,N/A,155 units/12 weeks; G43.7xx codes only,Yes,N/A (Federal),N/A,LCD DL39909,West_Virginia_2026_PA_Audit,WV-MAC-PALMETTO,MAC-JJ,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
OR,Regence BlueCross BlueShield,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes,≥8 weeks each,N/A,N/A,Monthly supply,Yes - CV; teratogenic,No (HB 3134 stripped Gold Card),N/A,Regence Policy,Oregon_2026_PA_Audit,OR-COM-CAMBIA,93093,DENY-STEP-002,TRUE,,
OR,Regence BlueCross BlueShield,Commercial,Commercial,Gepants,Acute,Yes,≥2 triptans,Trial required,N/A,N/A,Plan dependent,Yes - CV contraindication,No (HB 3134 stripped Gold Card),N/A,Regence Policy,Oregon_2026_PA_Audit,OR-COM-CAMBIA,93093,DENY-STEP-001,TRUE,,
OR,Regence BlueCross BlueShield,Commercial,Commercial,Botox,Chronic Migraine,Yes,≥2 oral preventive classes,Trial required,N/A,N/A,155 units/12 weeks,Yes,No (HB 3134 stripped Gold Card),N/A,Regence Medical Policy,Oregon_2026_PA_Audit,OR-COM-CAMBIA,93093,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
OR,Providence Health Plan Oregon,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral classes,Documented,N/A,N/A,Aimovig/Ajovy Tier 3/4; Emgality often NON-PREFERRED (Tier 4 or Non-Formulary); ⚠️ Part B Step Therapy may require Part D drug first,Yes - teratogenic; cognitive; respiratory,N/A,N/A,Providence Policy,Oregon_2026_PA_Audit,OR-COM-PROVIDENCE,Providence,DENY-STEP-002,TRUE,,
OR,Moda Health,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes,Trial required,N/A,N/A,Monthly supply,Yes,No (HB 3134),N/A,Moda Policy,Oregon_2026_PA_Audit,OR-COM-MODA,MODAOR,DENY-STEP-002,TRUE,,
IA,Wellmark BCBS,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes,Trial required,N/A,N/A,Monthly supply,Yes - CV; teratogenic,No state mandate,N/A,Wellmark Policy,Iowa_2026_PA_Audit_Report,IA-COM-WELLBCBS,88057,DENY-STEP-002,TRUE,,
IA,Wellmark BCBS,Commercial,Commercial,Gepants,Acute,Yes,≥2 triptans,Trial required,N/A,N/A,Plan dependent,Yes - CV contraindication,No state mandate,N/A,Wellmark Policy,Iowa_2026_PA_Audit_Report,IA-COM-WELLBCBS,88057,DENY-STEP-001,TRUE,,
IA,Wellmark BCBS,Commercial,Commercial,Botox,Chronic Migraine,Yes,≥2 oral preventive classes,Trial required,N/A,N/A,155 units/12 weeks,Yes,No state mandate,N/A,Wellmark Medical Policy,Iowa_2026_PA_Audit_Report,IA-COM-WELLBCBS,88057,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
IA,UnitedHealthcare Iowa,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral classes,Documented,N/A,N/A,⚠️ HF 303: 48hr urgent / 10 days standard; 24hr receipt mandate; 'Advance Notification' protocols,Yes - teratogenic; cognitive; respiratory,✓ National + HF 303,92%,UHC Policy,Iowa_2026_PA_Audit,IA-COM-UHC,87726,DENY-STEP-002,TRUE,,
IA,UnitedHealthcare,Commercial,Commercial,Gepants,Acute,Yes,≥2 triptans; Smart Edits,30 days each,N/A,N/A,Nurtec 8/30d; Ubrelvy 16/30d,Yes - CV contraindication,Yes (UHC National),≥92% approval rate,UHC Policy,Iowa_2026_PA_Audit_Report,IA-COM-UHC,87726,DENY-STEP-001,TRUE,,
IA,Aetna,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral classes,Trial required,N/A,N/A,Monthly supply,Yes,No state mandate,N/A,Aetna Policy,Iowa_2026_PA_Audit_Report,IA-COM-AETNA,60054,DENY-STEP-002,TRUE,,
IA,Iowa Medicaid (HHS),Medicaid FFS,Medicaid,CGRP mAbs,Preventive,Yes,Per IA PDL - Form 470-5554,Trial required,N/A,N/A,PDL limits,Yes,No,N/A,Iowa HHS PDL,Iowa_2026_PA_Audit_Report,IA-MCD-IAHHS,STATE-IA,DENY-STEP-002,TRUE,,
NE,Blue Cross Blue Shield Nebraska,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥1 oral preventive class,≥3 months,N/A,N/A,Monthly supply; Aimovig/Emgality preferred; Ajovy non-preferred,Yes - Topiramate bypass (kidney stones; cognitive job),No state mandate,N/A,BCBSNE M.14/M.29/M.30,Nebraska_2026_PA_Audit,NE-COM-NEBBCBS,10101,DENY-STEP-002,TRUE,,
NE,Blue Cross Blue Shield Nebraska,Commercial,Commercial,Botox,Chronic Migraine,Yes,≥2 oral preventive classes; ICHD-3 definition (≥15 days/mo + ≥8 migrainous),Trial required,N/A,N/A,155 units/12 weeks,Yes - cite AHS 2021 for dual therapy,No state mandate,N/A,BCBSNE Medical Policy,Nebraska_2026_PA_Audit,NE-COM-NEBBCBS,10101,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
NE,UnitedHealthcare,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral classes,Trial required,N/A,N/A,Aimovig/Emgality preferred,Yes,Yes (UHC National),≥92% approval rate,UHC CGRP Policy,Nebraska_2026_PA_Audit,NE-COM-UHC,87726,DENY-STEP-002,TRUE,,
NE,Nebraska Heritage Health (Medicaid),Medicaid MCO,Medicaid,CGRP mAbs,Preventive,Yes,≥1 oral preventive class,≥3 months,N/A,N/A,Aimovig/Emgality preferred,Yes - adverse event bypass,No,N/A,Heritage Health Policy,Nebraska_2026_PA_Audit,NE-MCD-HERITAGE,STATE-NE,DENY-STEP-002,TRUE,,
NE,Nebraska Heritage Health (Medicaid),Medicaid MCO,Medicaid,Botox,Chronic Migraine,Yes,≥2 different oral preventive classes; ICHD-3 criteria,Trial required,N/A,N/A,155 units/12 weeks; Dual therapy cite AHS 2021,Yes - SNAP-25/CGRP distinct mechanisms,No,N/A,Heritage Health Medical,Nebraska_2026_PA_Audit,NE-MCD-HERITAGE,STATE-NE,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
WY,Blue Cross Blue Shield Wyoming,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral classes,Trial required,N/A,N/A,Aimovig/Emgality preferred,Yes,Yes (W.S. § 26-55-112 - Medical Only),Drugs excluded from Gold Card,BCBSWY Policy,Wyoming_2026_PA_Audit,WY-COM-WYBCBS,83031,DENY-STEP-002,TRUE,,
WY,Blue Cross Blue Shield Wyoming,Commercial,Commercial,Gepants,Acute,Yes,≥2 triptans,Trial required,N/A,N/A,Plan dependent,Yes - CV contraindication,Yes (W.S. § 26-55-112 - Medical Only),Drugs excluded,BCBSWY Policy,Wyoming_2026_PA_Audit,WY-COM-WYBCBS,83031,DENY-STEP-001,TRUE,,
WY,Blue Cross Blue Shield Wyoming,Commercial,Commercial,Botox,Chronic Migraine,Yes,≥2 oral classes,Trial required,N/A,N/A,155 units/12 weeks,Yes,Yes (W.S. § 26-55-112 - Medical Only),90% approval rate,BCBSWY Medical Policy,Wyoming_2026_PA_Audit,WY-COM-WYBCBS,83031,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
WY,UnitedHealthcare,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral classes,Trial required,N/A,N/A,Aimovig/Emgality preferred,Yes,Yes (UHC National + State),Medical Only,UHC CGRP Policy,Wyoming_2026_PA_Audit,WY-COM-UHC,87726,DENY-STEP-002,TRUE,,
WY,UnitedHealthcare,Commercial,Commercial,Gepants,Acute,Yes,≥1-2 triptans (plan dependent),Trial required,N/A,N/A,Plan dependent,Yes - CV contraindication,Yes (UHC National + State),Medical Only,UHC Policy,Wyoming_2026_PA_Audit,WY-COM-UHC,87726,DENY-STEP-001,TRUE,,
WY,UnitedHealthcare,Commercial,Commercial,Botox,Chronic Migraine,Yes,≥2 oral classes,Trial required,N/A,N/A,155 units/12 weeks,Yes,Yes (UHC National + State),Medical Only,UHC Medical Policy,Wyoming_2026_PA_Audit,WY-COM-UHC,87726,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
WY,Wyoming Medicaid,Medicaid FFS,Medicaid,CGRP mAbs,Preventive,Yes,≥2 triptans acute + oral preventives,Trial required,N/A,N/A,Aimovig/Emgality preferred,Yes,Excluded from Gold Card,N/A,WY Medicaid PDL,Wyoming_2026_PA_Audit,WY-MCD-WYMEDICAID,STATE-WY,DENY-STEP-002,TRUE,,
WY,Wyoming Medicaid,Medicaid FFS,Medicaid,Botox,Chronic Migraine,Yes,Fail CGRP First (unique requirement),Trial required,N/A,N/A,155 units/12 weeks,Yes,Excluded from Gold Card,N/A,WY Medicaid Medical,Wyoming_2026_PA_Audit,WY-MCD-WYMEDICAID,STATE-WY,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
WY,Noridian Healthcare Solutions,Medicare MAC,Part B,Botox,Chronic Migraine,Yes,≥3 oral classes per LCD DL39909,Adequate trial,N/A,N/A,155 units/12 weeks,Yes,N/A (Federal),N/A,LCD DL39909,Wyoming_2026_PA_Audit,WY-MAC-NORIDIAN,MAC-JF,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
IN,Anthem (Elevance),Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes,≥8 weeks each,N/A,N/A,Monthly supply,Yes - CV; teratogenic,No state mandate,N/A,Anthem IN Policy,Indiana_2026_PA_Audit_Strategy,IN-COM-ELEV,47198,DENY-STEP-002,FALSE,8,Anthem: Episodic (<8d) = 1 oral class; Episodic (≥8d) = same as chronic (1 oral class). More lenient than most payers for episodic.
IN,Anthem (Elevance),Commercial,Commercial,Botox,Chronic Migraine,Yes,≥2 oral preventive classes,Trial required,N/A,N/A,155 units/12 weeks,Yes,No state mandate,N/A,Anthem Medical Policy,Indiana_2026_PA_Audit_Strategy,IN-COM-ELEV,47198,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
IN,UnitedHealthcare Indiana,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral classes,Documented,N/A,N/A,⚠️ SB 480: 24hr urgent / 48hr non-urgent; peer review same specialty; National Gold Card 92%,Yes - teratogenic; cognitive; respiratory; stability,✓ National Gold Card,92%,UHC Policy,Indiana_2026_PA_Audit,IN-COM-UHC,87726,DENY-STEP-002,TRUE,,
IN,CareSource Indiana,Medicaid MCO,Medicaid,CGRP mAbs,Preventive,Yes,Per FSSA PDL,Trial required,N/A,N/A,PDL limits,Yes,No,N/A,CareSource IN Policy,Indiana_2026_PA_Audit_Strategy,IN-MCD-CARESOURCE,CARES,DENY-STEP-002,TRUE,,
WI,UnitedHealthcare,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral classes,Trial required,N/A,N/A,Aimovig/Emgality preferred,Yes,Yes (UHC National),≥92% approval rate,UHC CGRP Policy,Wisconsin_2026_PA_Audit,WI-COM-UHC,87726,DENY-STEP-002,TRUE,,
WI,Anthem (Elevance),Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes,Trial required,N/A,N/A,Monthly supply,Yes,No state mandate,N/A,Anthem WI Policy,Wisconsin_2026_PA_Audit,WI-COM-ELEV,47198,DENY-STEP-002,FALSE,8,Anthem: Episodic (<8d) = 1 oral class; Episodic (≥8d) = same as chronic (1 oral class). More lenient than most payers for episodic.
MO,Anthem (Elevance),Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes,Trial required,N/A,N/A,Monthly supply,Yes - CV; teratogenic,No state mandate,N/A,Anthem MO Policy,Missouri_2026_PA_Audit,MO-COM-ELEV,47198,DENY-STEP-002,FALSE,8,Anthem: Episodic (<8d) = 1 oral class; Episodic (≥8d) = same as chronic (1 oral class). More lenient than most payers for episodic.
